"PVWatts: Hourly PV Performance Data"
"Requested Location:","sioux falls"
"Location:","Lat, Lon: 43.49, -96.74"
"Lat (deg N):","43.49"
"Long (deg W):","96.74"
"Elev (m):","447.35998535156"
"DC System Size (kW):","500"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.104"
"Capacity Factor (%)","15.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","31","16","458","195","33","1","463.173","48.386","173705.766","166908.859"
"7","31","17","141","171","32","0","215.706","42.452","82541.953","78253.195"
"7","31","18","394","68","27","3","115.917","28.907","38652.531","35350.891"
"7","31","19","74","16","25","3","12.299","24.129","5305.492","2658.095"
"7","31","20","0","0","24","3","0","24","0","0"
"7","31","21","0","0","23","3","0","23","0","0"
"7","31","22","0","0","22","3","0","22","0","0"
"7","31","23","0","0","22","3","0","22","0","0"
"8","1","0","0","0","21","3","0","21","0","0"
"8","1","1","0","0","21","3","0","21","0","0"
"8","1","2","0","0","21","3","0","21","0","0"
"8","1","3","0","0","21","3","0","21","0","0"
"8","1","4","0","0","21","3","0","21","0","0"
"8","1","5","0","0","21","3","0","21","0","0"
"8","1","6","0","2","21","3","1.891","19.463","833.405","0"
"8","1","7","0","13","22","3","12.314","20.748","5395.736","2746.68"
"8","1","8","13","185","24","4","184.117","26.702","78344.453","74156.297"
"8","1","9","408","274","25","5","587.233","35.559","238572.328","229614.453"
"8","1","10","458","310","26","5","733.461","40.025","292537.313","281543.219"
"8","1","11","502","294","28","5","806.612","43.673","316063.281","304113.719"
"8","1","12","339","419","30","4","783.479","46.915","301911.594","290541.719"
"8","1","13","336","409","30","4","759.236","46.375","293376.25","282348.781"
"8","1","14","23","299","30","4","310.613","36.995","125903.297","120498.625"
"8","1","15","4","172","30","3","167.824","33.43","69230.445","65256.211"
"8","1","16","9","183","30","3","180.238","33.374","74310.219","70217.508"
"8","1","17","192","159","29","2","222.626","33.972","88002.711","83581.117"
"8","1","18","114","83","28","1","91.593","30.111","35469.938","32234.305"
"8","1","19","0","11","26","1","10.414","24.777","4478.46","1846.238"
"8","1","20","0","0","24","2","0","24","0","0"
"8","1","21","0","0","23","3","0","23","0","0"
"8","1","22","0","0","22","3","0","22","0","0"
"8","1","23","0","0","22","2","0","22","0","0"
"8","2","0","0","0","22","1","0","22","0","0"
"8","2","1","0","0","22","0","0","22","0","0"
"8","2","2","0","0","22","0","0","22","0","0"
"8","2","3","0","0","22","1","0","22","0","0"
"8","2","4","0","0","22","0","0","22","0","0"
"8","2","5","0","0","22","0","0","22","0","0"
"8","2","6","0","5","24","1","4.728","22.032","2059.525","0"
"8","2","7","0","12","26","1","11.366","24.364","4897.355","2257.453"
"8","2","8","208","236","28","1","347.818","37.055","139132.406","133359.453"
"8","2","9","5","183","29","1","179.182","34.452","73542.398","69467.719"
"8","2","10","126","388","30","1","507.62","44.513","197990.625","190421.344"
"8","2","11","108","428","31","2","537.421","45.006","209157.781","201218.594"
"8","2","12","159","452","32","2","628.376","48.333","240345.328","231324"
"8","2","13","17","287","33","2","295.229","41.269","117130.875","111963.25"
"8","2","14","43","345","33","2","383.111","42.514","151012.609","144897.828"
"8","2","15","202","328","32","2","482.901","44.279","188158.188","180906.906"
"8","2","16","167","248","32","2","340.874","40.988","134129.344","128497.195"
"8","2","17","672","77","31","1","320.719","40.717","115342.359","110222.359"
"8","2","18","487","54","28","0","114.598","33.633","34960.031","31734.906"
"8","2","19","112","13","26","0","9.406","24.708","4046.371","1422.056"
"8","2","20","0","0","24","1","0","24","0","0"
"8","2","21","0","0","24","1","0","24","0","0"
"8","2","22","0","0","23","1","0","23","0","0"
"8","2","23","0","0","22","1","0","22","0","0"
"8","3","0","0","0","22","1","0","22","0","0"
"8","3","1","0","0","21","1","0","21","0","0"
"8","3","2","0","0","21","0","0","21","0","0"
"8","3","3","0","0","20","0","0","20","0","0"
"8","3","4","0","0","20","0","0","20","0","0"
"8","3","5","0","0","22","1","0","22","0","0"
"8","3","6","372","59","24","2","93.858","24.835","31145.521","27998.375"
"8","3","7","561","95","26","2","285.436","32.292","107032.547","102130.703"
"8","3","8","663","121","28","3","493.955","38.886","192567.859","185174.844"
"8","3","9","306","301","29","3","534.052","41.285","210997.531","202996.516"
"8","3","10","21","289","31","4","298.703","37.316","120880.422","115612.172"
"8","3","11","200","433","32","4","641.424","45.032","249593.422","240237.297"
"8","3","12","373","398","33","4","795.625","49.823","301920.156","290549.906"
"8","3","13","243","430","33","4","681.489","47.777","261408.188","251615.109"
"8","3","14","783","146","33","5","857.963","49.618","325502.938","313158.406"
"8","3","15","745","135","33","5","706.823","47.022","270395.563","260263.125"
"8","3","16","691","115","32","5","516.771","42.14","198708.828","191116.031"
"8","3","17","597","91","31","4","306.679","37.451","112908.844","107853.258"
"8","3","18","428","59","29","3","110.684","31.057","35316.898","32084.424"
"8","3","19","85","12","27","3","9.172","26.102","3919.97","1297.967"
"8","3","20","0","0","26","3","0","26","0","0"
"8","3","21","0","0","25","3","0","25","0","0"
"8","3","22","0","0","24","3","0","24","0","0"
"8","3","23","0","0","23","3","0","23","0","0"
"8","4","0","0","0","23","2","0","23","0","0"
"8","4","1","0","0","23","2","0","23","0","0"
"8","4","2","0","0","23","2","0","23","0","0"
"8","4","3","0","0","22","1","0","22","0","0"
"8","4","4","0","0","22","0","0","22","0","0"
"8","4","5","0","0","22","0","0","22","0","0"
"8","4","6","19","67","24","0","63.969","23.476","27207.178","24139.404"
"8","4","7","58","145","25","1","157.718","28.345","65486.602","61598.449"
"8","4","8","63","225","25","2","253.69","30.646","105518.18","100655.539"
"8","4","9","343","291","26","3","551.055","38.12","221138.266","212791.938"
"8","4","10","268","376","27","4","627.893","40.246","250231.344","240851.891"
"8","4","11","293","414","28","4","721.019","43.319","283052.688","272432.156"
"8","4","12","181","450","29","5","648.672","41.645","256867.219","247243.313"
"8","4","13","428","361","29","5","806.994","44.557","314785.344","302888.75"
"8","4","14","826","131","29","5","879.775","46.19","339841.156","326884.063"
"8","4","15","807","114","28","5","730.738","42.454","286128.219","275387.313"
"8","4","16","764","96","27","4","537.777","38.708","210011.484","202043.641"
"8","4","17","682","76","26","3","321.062","33.495","119384.539","114156.563"
"8","4","18","514","51","24","2","113.257","26.427","35029.707","31803.146"
"8","4","19","128","12","22","1","8.65","20.666","3791.802","1172.14"
"8","4","20","0","0","20","1","0","20","0","0"
"8","4","21","0","0","19","1","0","19","0","0"
"8","4","22","0","0","19","1","0","19","0","0"
"8","4","23","0","0","18","1","0","18","0","0"
"8","5","0","0","0","17","1","0","17","0","0"
"8","5","1","0","0","17","1","0","17","0","0"
"8","5","2","0","0","16","1","0","16","0","0"
"8","5","3","0","0","15","0","0","15","0","0"
"8","5","4","0","0","15","0","0","15","0","0"
"8","5","5","0","0","16","0","0","16","0","0"
"8","5","6","540","44","18","1","97.589","18.872","29532.115","26417.623"
"8","5","7","740","62","21","2","312.512","27.964","116950.484","111787.672"
"8","5","8","530","159","24","3","455.72","34.068","182656.844","175580.344"
"8","5","9","900","81","25","3","748.759","42.092","293250.156","282227.719"
"8","5","10","933","85","26","3","910.717","47.347","349533.469","336153.625"
"8","5","11","949","88","27","3","1014.186","50.944","382479.375","367610.281"
"8","5","12","938","98","28","3","1044.993","52.801","390259.906","375027.375"
"8","5","13","932","97","28","3","1012.315","52.158","379310.156","364587.844"
"8","5","14","915","93","28","3","912.824","49.914","345712.625","332500.25"
"8","5","15","886","85","28","3","755.488","46.221","289962.781","279070.75"
"8","5","16","834","76","27","3","554.579","40.369","214348.359","206234.094"
"8","5","17","741","64","26","2","329.524","34.885","120839.492","115572.352"
"8","5","18","559","46","23","1","113.11","26.192","33910.328","30706.77"
"8","5","19","130","11","20","0","7.863","18.22","3485.55","871.479"
"8","5","20","0","0","19","0","0","19","0","0"
"8","5","21","0","0","18","0","0","18","0","0"
"8","5","22","0","0","18","0","0","18","0","0"
"8","5","23","0","0","17","0","0","17","0","0"
"8","6","0","0","0","17","0","0","17","0","0"
"8","6","1","0","0","17","0","0","17","0","0"
"8","6","2","0","0","17","0","0","17","0","0"
"8","6","3","0","0","17","0","0","17","0","0"
"8","6","4","0","0","17","0","0","17","0","0"
"8","6","5","0","0","17","0","0","17","0","0"
"8","6","6","519","44","18","0","94.659","18.754","28850.854","25750.094"
"8","6","7","714","65","21","0","306.105","31.797","112636.672","107588.266"
"8","6","8","813","78","23","0","530.688","43.155","201501.25","193816.672"
"8","6","9","427","261","25","1","588.002","43.365","229581.047","220941.391"
"8","6","10","228","380","26","1","589.33","44.605","229693.781","221050.172"
"8","6","11","46","376","27","1","423.699","40.821","168481.297","161844.813"
"8","6","12","934","93","28","2","1035.223","53.995","384115.063","369169.938"
"8","6","13","269","420","29","2","706.22","48.7","269575.719","259474.5"
"8","6","14","375","346","29","2","694.793","47.496","266706","256713.609"
"8","6","15","188","323","28","2","467.267","40.818","185323.969","178163.016"
"8","6","16","400","203","28","2","435.272","39.329","171148.766","164430.625"
"8","6","17","402","126","27","1","267.202","35.508","101425.313","96667.773"
"8","6","18","308","64","24","1","96.708","26.383","33385.699","30192.887"
"8","6","19","0","10","21","1","9.467","19.57","4170.616","1544.029"
"8","6","20","0","0","20","1","0","20","0","0"
"8","6","21","0","0","20","1","0","20","0","0"
"8","6","22","0","0","19","1","0","19","0","0"
"8","6","23","0","0","19","1","0","19","0","0"
"8","7","0","0","0","18","1","0","18","0","0"
"8","7","1","0","0","18","0","0","18","0","0"
"8","7","2","0","0","17","0","0","17","0","0"
"8","7","3","0","0","17","0","0","17","0","0"
"8","7","4","0","0","17","0","0","17","0","0"
"8","7","5","0","0","18","0","0","18","0","0"
"8","7","6","183","66","20","1","78.965","20.316","30141.094","27014.299"
"8","7","7","295","132","22","1","227.072","27.551","90177.383","85702.266"
"8","7","8","360","204","24","2","402.792","33.76","162639.172","156179.688"
"8","7","9","573","206","26","2","639.086","42.302","250569.75","241177.906"
"8","7","10","36","323","27","2","354.355","36.784","143774.328","137869.063"
"8","7","11","76","406","28","2","484.33","40.237","193160.203","185748.031"
"8","7","12","21","318","29","2","331.098","37.72","133735.688","128114.539"
"8","7","13","875","116","29","2","975.994","53.285","363476.844","349476.594"
"8","7","14","856","111","29","2","878.101","52.69","327648.188","315213"
"8","7","15","818","104","29","2","725.691","48.736","274910.375","264605.188"
"8","7","16","758","93","28","2","527.945","42.434","202105.344","194400.844"
"8","7","17","655","76","27","2","307.864","35.246","113260.016","108195.164"
"8","7","18","466","51","24","1","104.002","26.816","32454.379","29280.598"
"8","7","19","64","9","22","1","6.855","20.559","3006.379","401.042"
"8","7","20","0","0","21","2","0","21","0","0"
"8","7","21","0","0","20","1","0","20","0","0"
"8","7","22","0","0","20","1","0","20","0","0"
"8","7","23","0","0","19","1","0","19","0","0"
"8","8","0","0","0","18","1","0","18","0","0"
"8","8","1","0","0","17","1","0","17","0","0"
"8","8","2","0","0","17","1","0","17","0","0"
"8","8","3","0","0","16","1","0","16","0","0"
"8","8","4","0","0","16","1","0","16","0","0"
"8","8","5","0","0","17","1","0","17","0","0"
"8","8","6","463","47","19","2","90.407","19.608","28391.09","25299.578"
"8","8","7","672","71","22","3","295.941","27.77","111322.859","106309.023"
"8","8","8","776","88","24","4","519.721","34.482","206257.359","198415.141"
"8","8","9","838","100","25","4","721.884","40.164","285558.906","274840.313"
"8","8","10","876","106","27","4","881.971","45.826","341208.781","328192.469"
"8","8","11","116","423","28","4","550.904","40.27","219671.047","211375.156"
"8","8","12","476","362","29","4","869.833","47.223","334643.906","321910.625"
"8","8","13","153","431","30","4","595.937","43.172","234135.172","225335.094"
"8","8","14","871","107","30","4","886.332","48.627","337967.281","325091.094"
"8","8","15","831","100","30","4","727.114","45.908","279517.656","269034.656"
"8","8","16","759","91","29","4","525.226","40.434","203031","195295.906"
"8","8","17","629","80","28","3","301.523","35.026","111214.586","106203.586"
"8","8","18","397","57","26","2","100.431","28.064","32557.805","29381.912"
"8","8","19","0","0","24","2","0","24","0","0"
"8","8","20","0","0","23","3","0","23","0","0"
"8","8","21","0","0","22","3","0","22","0","0"
"8","8","22","0","0","22","3","0","22","0","0"
"8","8","23","0","0","21","3","0","21","0","0"
"8","9","0","0","0","21","3","0","21","0","0"
"8","9","1","0","0","20","3","0","20","0","0"
"8","9","2","0","0","20","3","0","20","0","0"
"8","9","3","0","0","20","2","0","20","0","0"
"8","9","4","0","0","19","2","0","19","0","0"
"8","9","5","0","0","20","2","0","20","0","0"
"8","9","6","309","59","22","3","84.536","22.489","29259.721","26150.725"
"8","9","7","150","143","25","3","187.711","28.237","76251.172","72112.688"
"8","9","8","668","116","28","3","489.091","38.545","190752.953","183418.438"
"8","9","9","754","127","30","2","691.26","47.774","263039.375","253185.141"
"8","9","10","804","134","31","2","853.295","53.248","317373.844","305369.844"
"8","9","11","832","137","32","2","951.516","56.987","347236.75","333957.719"
"8","9","12","876","114","33","2","998.365","59.304","359734.219","345901.906"
"8","9","13","873","111","34","2","967.568","59.661","347881","334573.75"
"8","9","14","854","106","34","2","869.436","57.27","316366.281","304404.156"
"8","9","15","263","309","34","2","514.738","48.448","196080.266","188573.328"
"8","9","16","755","88","33","2","518.614","46.547","194166.031","186721.297"
"8","9","17","646","73","32","2","299.129","40.031","107114.633","102210.656"
"8","9","18","439","50","30","2","97.678","32.088","29830.693","26710.174"
"8","9","19","0","0","28","2","0","28","0","0"
"8","9","20","0","0","27","3","0","27","0","0"
"8","9","21","0","0","25","3","0","25","0","0"
"8","9","22","0","0","25","3","0","25","0","0"
"8","9","23","0","0","24","3","0","24","0","0"
"8","10","0","0","0","24","3","0","24","0","0"
"8","10","1","0","0","23","3","0","23","0","0"
"8","10","2","0","0","23","3","0","23","0","0"
"8","10","3","0","0","22","3","0","22","0","0"
"8","10","4","0","0","22","3","0","22","0","0"
"8","10","5","0","0","22","3","0","22","0","0"
"8","10","6","397","49","24","3","84.577","24.54","26943.316","23880.82"
"8","10","7","616","75","26","3","280.228","31.436","103916.406","99095.047"
"8","10","8","730","91","29","4","496.699","38.975","192814.313","185413.344"
"8","10","9","792","102","31","4","692.437","45.458","266582.25","256594.547"
"8","10","10","824","112","32","5","842.131","48.324","321554.5","309376"
"8","10","11","839","120","33","5","940.181","51.42","353661.531","340099.5"
"8","10","12","853","117","34","5","978.157","53.294","364321.656","350283.344"
"8","10","13","845","117","34","6","946.167","50.891","356935.969","343228.563"
"8","10","14","825","113","34","6","850.392","49.2","323269.781","311019.313"
"8","10","15","283","303","33","6","523.241","42.394","205642.578","197820.828"
"8","10","16","739","89","32","5","509.427","41.711","195516.641","188028.047"
"8","10","17","625","74","31","4","291.558","37.117","105955.039","101081.102"
"8","10","18","412","50","29","3","93.505","30.615","29041.461","25936.863"
"8","10","19","0","0","27","3","0","27","0","0"
"8","10","20","0","0","26","3","0","26","0","0"
"8","10","21","0","0","25","3","0","25","0","0"
"8","10","22","0","0","25","3","0","25","0","0"
"8","10","23","0","0","24","3","0","24","0","0"
"8","11","0","0","0","24","3","0","24","0","0"
"8","11","1","0","0","24","3","0","24","0","0"
"8","11","2","0","0","23","3","0","23","0","0"
"8","11","3","0","0","23","3","0","23","0","0"
"8","11","4","0","0","23","3","0","23","0","0"
"8","11","5","0","0","23","3","0","23","0","0"
"8","11","6","0","43","23","3","40.681","22.457","17685.623","14804.989"
"8","11","7","0","110","24","3","104.441","25.12","44842.398","41410.215"
"8","11","8","327","207","26","2","387.377","34.985","155601.203","149351.578"
"8","11","9","7","190","27","1","187.725","32.864","77644.391","73472.883"
"8","11","10","11","225","28","1","226.885","34.165","93263.219","88711.563"
"8","11","11","0","111","29","0","106.089","33.435","43769","40359.66"
"8","11","12","0","45","30","0","42.87","30.557","17935.939","15050.472"
"8","11","13","8","194","30","0","194.723","36.256","79226.516","75017.32"
"8","11","14","20","280","30","1","289.54","38.138","116692.844","111536.898"
"8","11","15","0","50","29","2","47.53","29.697","19968.039","17043.158"
"8","11","16","0","139","28","2","132.786","30.154","55663.063","51995.836"
"8","11","17","0","59","26","2","56.013","26.316","23914.299","20912.008"
"8","11","18","0","23","24","3","21.787","23.174","9439.906","6715.885"
"8","11","19","0","0","24","2","0","24","0","0"
"8","11","20","0","0","24","2","0","24","0","0"
"8","11","21","0","0","23","3","0","23","0","0"
"8","11","22","0","0","23","4","0","23","0","0"
"8","11","23","0","0","22","4","0","22","0","0"
"8","12","0","0","0","21","2","0","21","0","0"
"8","12","1","0","0","20","2","0","20","0","0"
"8","12","2","0","0","20","3","0","20","0","0"
"8","12","3","0","0","20","2","0","20","0","0"
"8","12","4","0","0","20","2","0","20","0","0"
"8","12","5","0","0","20","2","0","20","0","0"
"8","12","6","406","47","20","2","82.604","20.419","26500.332","23446.684"
"8","12","7","557","85","21","3","269.753","26.119","103308.43","98502.688"
"8","12","8","312","208","23","3","380.162","31.204","155622.156","149371.906"
"8","12","9","22","244","24","3","251.923","29.475","105880.203","101008.203"
"8","12","10","260","367","25","3","612.899","38.535","246360.672","237122.313"
"8","12","11","418","353","26","4","786.881","42.679","309908.781","298213.156"
"8","12","12","385","382","27","4","791.181","44.081","309401.531","297726.688"
"8","12","13","847","130","27","4","960.355","47.558","368745.125","354506.688"
"8","12","14","181","381","27","4","551.804","39.445","220839.453","212503.406"
"8","12","15","3","170","26","3","165.318","29.888","69380.43","65402.719"
"8","12","16","407","192","26","3","424.808","35.002","170350.156","163656.516"
"8","12","17","332","128","25","2","238.602","31.103","92818.93","88278.336"
"8","12","18","472","45","22","1","93.149","24.077","28498.598","25404.924"
"8","12","19","0","0","20","0","0","20","0","0"
"8","12","20","0","0","20","0","0","20","0","0"
"8","12","21","0","0","19","0","0","19","0","0"
"8","12","22","0","0","18","0","0","18","0","0"
"8","12","23","0","0","17","1","0","17","0","0"
"8","13","0","0","0","17","1","0","17","0","0"
"8","13","1","0","0","16","1","0","16","0","0"
"8","13","2","0","0","16","1","0","16","0","0"
"8","13","3","0","0","16","1","0","16","0","0"
"8","13","4","0","0","15","1","0","15","0","0"
"8","13","5","0","0","16","1","0","16","0","0"
"8","13","6","434","44","18","2","81.942","18.351","25847.225","22806.594"
"8","13","7","665","68","21","2","287.546","27.25","107970.414","103044.203"
"8","13","8","785","80","23","3","513.559","34.349","203632.953","195877.938"
"8","13","9","851","89","24","3","717.464","40.537","283157.094","272532.5"
"8","13","10","889","95","25","3","879.514","45.614","340597.156","327607.344"
"8","13","11","909","98","26","3","982.802","49.225","374039.938","359560.031"
"8","13","12","916","100","27","3","1020.967","51.249","384477.438","369515.469"
"8","13","13","912","98","27","3","988.365","50.621","373381.188","358931.469"
"8","13","14","895","93","27","3","887.666","48.34","338925.469","326007.969"
"8","13","15","860","87","27","3","728.747","44.591","281857.438","271283.5"
"8","13","16","801","77","26","3","526.916","38.686","204838.844","197043.813"
"8","13","17","699","63","25","2","301.906","33.08","110613.648","105618.414"
"8","13","18","498","41","22","1","90.826","24.323","26943.863","23881.355"
"8","13","19","0","0","20","1","0","20","0","0"
"8","13","20","0","0","19","1","0","19","0","0"
"8","13","21","0","0","18","1","0","18","0","0"
"8","13","22","0","0","18","1","0","18","0","0"
"8","13","23","0","0","17","1","0","17","0","0"
"8","14","0","0","0","16","1","0","16","0","0"
"8","14","1","0","0","16","1","0","16","0","0"
"8","14","2","0","0","15","1","0","15","0","0"
"8","14","3","0","0","15","1","0","15","0","0"
"8","14","4","0","0","14","1","0","14","0","0"
"8","14","5","0","0","15","1","0","15","0","0"
"8","14","6","510","39","18","1","83.849","18.415","24934.139","21911.654"
"8","14","7","721","59","20","1","296.786","27.746","110392.898","105403.453"
"8","14","8","825","72","23","1","525.22","38.614","203658.453","195902.578"
"8","14","9","882","81","25","1","730.988","47.379","278427.875","267987.094"
"8","14","10","915","86","26","1","891.982","53.53","331180.75","318595.5"
"8","14","11","932","90","27","1","995.724","57.812","361693.813","347773.719"
"8","14","12","931","95","28","1","1029.786","59.996","369609.813","355332.094"
"8","14","13","925","93","28","1","994.607","59.197","358516.219","344738.344"
"8","14","14","273","364","28","0","623.038","54.763","230040.688","221384.906"
"8","14","15","874","82","28","0","732.281","56.057","266355.688","256376.531"
"8","14","16","818","72","27","0","528.291","49.516","194009.406","186569.75"
"8","14","17","720","59","26","0","303.174","39.992","106875.883","101978.102"
"8","14","18","520","39","23","0","89.821","27.478","25723.918","22685.74"
"8","14","19","0","0","21","1","0","21","0","0"
"8","14","20","0","0","20","1","0","20","0","0"
"8","14","21","0","0","19","1","0","19","0","0"
"8","14","22","0","0","19","2","0","19","0","0"
"8","14","23","0","0","18","2","0","18","0","0"
"8","15","0","0","0","17","2","0","17","0","0"
"8","15","1","0","0","17","2","0","17","0","0"
"8","15","2","0","0","16","2","0","16","0","0"
"8","15","3","0","0","16","2","0","16","0","0"
"8","15","4","0","0","15","2","0","15","0","0"
"8","15","5","0","0","16","2","0","16","0","0"
"8","15","6","205","55","18","3","69.003","18.022","25734.953","22696.557"
"8","15","7","324","119","20","3","222.292","23.94","88878.367","84435.258"
"8","15","8","679","110","23","3","486.433","33.563","194173.5","186728.516"
"8","15","9","23","243","25","3","251.858","30.746","105202.5","100348.008"
"8","15","10","115","369","27","3","481.038","37.509","194416.563","186963.703"
"8","15","11","161","419","28","3","591.592","41.563","234343.656","225536.188"
"8","15","12","482","348","28","3","860.797","47.839","330091.25","317552.375"
"8","15","13","484","331","28","3","828.793","47.73","317959.813","305931.406"
"8","15","14","763","156","28","2","841.923","50.454","317907.906","305881.688"
"8","15","15","365","274","28","2","552.192","43.379","215682.516","207522.922"
"8","15","16","397","189","28","2","414.222","39.048","162683.016","156222.219"
"8","15","17","572","86","26","1","278.792","34.761","102621.227","97833.102"
"8","15","18","312","55","24","1","81.678","25.959","27517.557","24443.57"
"8","15","19","0","0","23","2","0","23","0","0"
"8","15","20","0","0","22","2","0","22","0","0"
"8","15","21","0","0","21","2","0","21","0","0"
"8","15","22","0","0","20","2","0","20","0","0"
"8","15","23","0","0","19","1","0","19","0","0"
"8","16","0","0","0","19","1","0","19","0","0"
"8","16","1","0","0","18","2","0","18","0","0"
"8","16","2","0","0","18","2","0","18","0","0"
"8","16","3","0","0","17","1","0","17","0","0"
"8","16","4","0","0","17","1","0","17","0","0"
"8","16","5","0","0","17","1","0","17","0","0"
"8","16","6","389","44","19","2","76.314","19.221","24526.555","21512.15"
"8","16","7","640","68","21","1","277.695","28.119","103771.781","98954.133"
"8","16","8","768","81","24","1","503.795","38.884","195241.484","187761.844"
"8","16","9","586","193","27","1","636.431","46.567","243960.922","234809.453"
"8","16","10","875","96","28","1","866.939","54.392","320374.094","308244.969"
"8","16","11","891","101","29","1","967.088","58.833","349295.188","335925.813"
"8","16","12","899","101","30","1","1003.091","61.058","357876.281","344126.969"
"8","16","13","892","100","31","1","968.521","61.213","345165.25","331976.781"
"8","16","14","872","96","31","1","867.242","58.434","313451","301609.563"
"8","16","15","830","92","30","2","707.761","49.24","267070.563","257064.391"
"8","16","16","764","82","29","1","507.044","45.666","190053.828","182741.797"
"8","16","17","649","67","28","0","283.663","41.128","99725.508","95011.25"
"8","16","18","428","42","25","0","80.725","28.957","24138.783","21132.055"
"8","16","19","0","0","23","0","0","23","0","0"
"8","16","20","0","0","23","0","0","23","0","0"
"8","16","21","0","0","22","0","0","22","0","0"
"8","16","22","0","0","21","0","0","21","0","0"
"8","16","23","0","0","20","0","0","20","0","0"
"8","17","0","0","0","20","0","0","20","0","0"
"8","17","1","0","0","20","0","0","20","0","0"
"8","17","2","0","0","19","0","0","19","0","0"
"8","17","3","0","0","18","0","0","18","0","0"
"8","17","4","0","0","17","0","0","17","0","0"
"8","17","5","0","0","18","0","0","18","0","0"
"8","17","6","465","39","20","1","77.964","20.283","23429.047","20436.338"
"8","17","7","694","61","23","2","288.112","29.273","106388.148","101503"
"8","17","8","806","75","26","1","517.39","41.294","197893.484","190327.375"
"8","17","9","867","85","28","1","722.746","49.999","271474.406","261300.844"
"8","17","10","901","92","29","1","884.677","56.13","323818.281","311544.719"
"8","17","11","919","96","30","1","987.916","60.376","353737.813","340172.406"
"8","17","12","926","96","30","1","1023.627","61.663","363949.438","349927.875"
"8","17","13","919","94","31","1","986.944","61.763","350630.5","337202.344"
"8","17","14","898","91","31","1","883.225","58.921","318341.031","306296.781"
"8","17","15","389","263","31","1","557.35","49.716","210512.484","202527.797"
"8","17","16","791","78","30","1","515.799","46.289","192513.469","185122.203"
"8","17","17","676","64","28","0","288.42","41.352","100865.367","96122.109"
"8","17","18","446","41","25","0","80.215","28.985","23649.691","20652.627"
"8","17","19","0","0","22","1","0","22","0","0"
"8","17","20","0","0","22","1","0","22","0","0"
"8","17","21","0","0","21","2","0","21","0","0"
"8","17","22","0","0","21","2","0","21","0","0"
"8","17","23","0","0","20","2","0","20","0","0"
"8","18","0","0","0","20","2","0","20","0","0"
"8","18","1","0","0","20","2","0","20","0","0"
"8","18","2","0","0","20","2","0","20","0","0"
"8","18","3","0","0","19","2","0","19","0","0"
"8","18","4","0","0","19","2","0","19","0","0"
"8","18","5","0","0","19","2","0","19","0","0"
"8","18","6","299","49","21","3","71.301","21.145","24314.033","21303.836"
"8","18","7","535","87","24","3","261.891","28.942","98887.875","94194.867"
"8","18","8","670","109","26","3","479.318","36.492","188503.438","181241.109"
"8","18","9","750","123","29","3","680.783","44.56","263307.406","253443.125"
"8","18","10","797","132","31","3","841.803","50.55","317628.406","305613.813"
"8","18","11","829","134","33","3","948.523","55.176","349591.469","336209.094"
"8","18","12","841","134","34","3","979.343","57.038","357348.594","343622.781"
"8","18","13","846","126","35","3","950.142","57.447","345834","332616.375"
"8","18","14","832","116","36","3","851.205","56.23","311425.344","299667.406"
"8","18","15","792","106","35","2","695.085","53.771","255982.359","246391.234"
"8","18","16","719","93","34","1","490.799","50.053","179799.172","172812.578"
"8","18","17","588","76","32","0","269.629","44.493","93565.844","89006.633"
"8","18","18","338","46","29","0","73.825","32.64","23124.002","20137.307"
"8","18","19","0","0","26","0","0","26","0","0"
"8","18","20","0","0","24","0","0","24","0","0"
"8","18","21","0","0","23","1","0","23","0","0"
"8","18","22","0","0","22","1","0","22","0","0"
"8","18","23","0","0","21","2","0","21","0","0"
"8","19","0","0","0","21","2","0","21","0","0"
"8","19","1","0","0","20","2","0","20","0","0"
"8","19","2","0","0","20","3","0","20","0","0"
"8","19","3","0","0","19","3","0","19","0","0"
"8","19","4","0","0","18","3","0","18","0","0"
"8","19","5","0","0","18","2","0","18","0","0"
"8","19","6","74","53","18","2","55.449","17.62","22931.361","19948.459"
"8","19","7","160","130","18","3","177.906","20.811","74339.141","70245.75"
"8","19","8","36","195","19","3","210.511","22.926","90954.695","86460.367"
"8","19","9","2","164","20","3","158.87","22.784","68954.555","64986.695"
"8","19","10","4","164","21","3","160.993","23.717","69576.344","65594.102"
"8","19","11","144","412","21","3","568.753","33.331","234748.734","225926.922"
"8","19","12","12","235","22","3","239.716","27.641","101703.352","96938.711"
"8","19","13","8","197","21","2","197.782","25.374","84816.891","80473.055"
"8","19","14","13","240","20","2","243.89","25.458","104538.688","99701.313"
"8","19","15","164","301","20","2","426.203","30.431","177890.469","170963.594"
"8","19","16","49","202","20","2","224.629","25.7","95698.391","91085.82"
"8","19","17","19","119","19","1","119.368","21.792","51629.813","48051.215"
"8","19","18","0","45","18","0","42.272","18.145","18745.141","15844.016"
"8","19","19","0","0","18","0","0","18","0","0"
